name;city;start_day;start_month;start_year;end_day;end_month;end_year;Latitude;Longtitude;link
IV International Conference of Applied Linguistics in English and Spanish;Perez Zeledon, San Jose;27;2;2019;29;2;2019;38.04831117310853;15.06497878837413;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334256
Jornadas de Formación de Profesores de Español en Hong Kong;Hong Kong;08;2;2019;09;2;2019;59.082704679308065;-122.4510662718685;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354836
Language Change in English and Beyond: Linguistic Theory and Historical Corpora;Athens;14;2;2019;15;2;2019;30.237436319571994;140.79822912051034;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346496
Language Change in English and Beyond: Linguistic Theory and Historical Corpora;Athens;14;2;2019;15;2;2019;61.7922937914554;-108.274147081971;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346596
L’art des échanges culturels dans les littératures et les cultures de langue française;Victoria, BC;08;2;2019;09;2;2019;53.55860099799277;65.9850919449985;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354956
Le Français en Jeu;Amsterdam;22;2;2019;23;2;2019;59.23481842680908;-112.71694772777796;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=310616
Linguistic Investigations Beyond Language: Gestures, Body Movement and Primate Linguistics;Berlin;11;2;2019;12;2;2019;-19.564625169146545;128.71117101300976;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346936
Linguistics and Asian Languages;Poznań;15;2;2019;16;2;2019;5.905788191181512;115.7713033156184;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347156
Local and Global: ‘Spanish(es),’ Identity and Space in US Cities;Washington, DC;21;2;2019;24;2;2019;-43.16180734909441;-82.9967250109524;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333956
Master Class with Artemis Alexiadou;Thessaloniki;19;2;2019;19;2;2019;-58.87326809707235;11.223320150050132;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354496
New Methods and Trends in (Basque) Linguistics;Pamplona (Navarre);06;2;2019;07;2;2019;11.937860529641508;-52.02292176964056;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342616
Norddeutsches Linguistisches Kolloquium;Osnabrueck;28;2;2019;29;2;2019;27.982773305480936;-80.31879639954275;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355996
Nordic Research on Accent, Acceptability and Acquisition;Kiel;21;2;2019;22;2;2019;77.54587645746564;174.78008861490318;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346377
Nouns - between syntax and semantics;Paris;29;2;2019;30;2;2019;20.84290156565015;141.26733153700263;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352476
Philological Society Early Career Researcher Forum;Oxford;08;2;2019;09;2;2019;-34.5624918205775;-67.40540142913814;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342196
Phonological Theory Agora;Nice;15;2;2019;16;2;2019;81.52537123023887;147.23695767029278;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352896
Phraseology and Stylistics of Literary Language;Erlangen;13;2;2019;15;2;2019;-4.602097891915359;-164.72507676582967;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333336
Purdue Linguistics, Literature, and Second Language Studies Conference;West Lafayette, IN;01;2;2019;03;2;2019;4.368986591394892;41.33709280239094;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349936
Second Colloquium on Language Contact in Education: Multilingual Competences and Practices;Rabat;13;2;2019;14;2;2019;-48.619599900093974;57.57041766162381;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347476
"Tabu: 6th Annual Graduate Conference of the Department of Spanish &amp; Portuguese - University of Minnesota";Minneapolis, MN;29;2;2019;30;2;2019;-6.173912532331507;72.93414328434334;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354576
The Creative Power of Metaphor;Oxford;29;2;2019;30;2;2019;40.539777137132624;143.04231664889514;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336697
The Evolution of Language: Bridging the Natural and Cognitive Sciences;Zurich;04;2;2019;05;2;2019;12.634341542262865;92.67585922557026;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351776
The Meaning of Numerals: Cognitive, Experimental, and Semantic Perspectives;ZAS, Berlin;27;2;2019;28;2;2019;35.8639866112931;-55.377791998359804;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349236
Third Symposium on Amazonian Languages;Berkeley, CA;16;2;2019;17;2;2019;1.528827254381476;-123.89014923323992;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356456
Translation and Identity - 10th Annual Graduate Student Conference in Translation Studies;Toronto, Ontario;02;2;2019;02;2;2019;44.68752799789304;-38.08804419619833;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351456
Translation and Language: Comparative Studies;Kyiv;27;2;2019;28;2;2019;-26.10517122145524;89.12224768414417;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352296
VIII Annual Undergraduate Conference on Latin American and Iberian Studies;Cleveland, Tennessee;23;2;2019;23;2;2019;11.331365355983785;58.666463223951;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351996
Western Interdisciplinary Student Symposium on Language Research;London, Ontario;15;2;2019;15;2;2019;76.02352073585236;-58.10728192621298;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351576
Whither Reanalysis;Berlin;01;2;2019;02;2;2019;42.760903195458404;166.9579326875993;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336896
Workshop on Linguistic Minorities in Asia;Hong Kong;22;2;2019;23;2;2019;85.56297285852077;18.374008998691362;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337396
Workshop: “Twin Talks: Understanding Collaboration in DH”;Copenhagen;05;2;2019;05;2;2019;-89.2374836683582;65.90318752371084;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355677
XV Foro de profesores de E/LE: las destrezas orales;Valencia;01;2;2019;02;2;2019;-14.416901835544666;-127.61090095934655;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356877
XXII. Deutscher Hispanistentag „Constellations, networks and transformations“;Berlin;27;2;2019;31;2;2019;-88.6846268789629;47.66605315420327;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=320076
11th Annual Meeting of the Illinois Language and Linguistics Society;Urbana-Champaign, Illinois;26;3;2019;28;3;2019;32.51430722522;-62.50645557449259;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341516
11th International Conference on Professional Communication and Translation Studies;Timisoara;04;3;2019;05;3;2019;67.80171332334662;-75.38718476857781;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349556
27th Spanish in the US and 12th Spanish in Contact with Other Languages;Cleveland;04;3;2019;06;3;2019;60.211259965048214;-146.49778095826318;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341396
2nd International Conference on Literature, Linguistics, and Translation;Tafila;02;3;2019;04;3;2019;-50.045300669573294;34.62137733116826;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349436
2nd North American Conference in Iranian Linguistics;Tucson, Arizona;19;3;2019;21;3;2019;-0.182176886093149;50.32556816416688;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333196
2nd Symposium on Linguistic Attitudes toward Spanish, Portuguese and Related Languages;Amherst, Massachusetts;12;3;2019;13;3;2019;-55.71460763790231;-111.5338611030522;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=329796
33rd Annual Symposium on Arabic Linguistics;Toronto;05;3;2019;07;3;2019;23.81332120099971;-91.92344235943631;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333456
3rd International ESP Conference;Liverpool;26;3;2019;27;3;2019;-41.120175862645176;-77.68410320724175;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338176
3rd Swedish Translanguaging Conference;VÄXJÖ;11;3;2019;12;3;2019;85.45472110160593;-32.83865429046918;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340256
3rd Workshop on Formal Approaches to Russian Linguistics;Moscow;05;3;2019;06;3;2019;-36.016199331461415;-48.33028311449616;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356496
4th Annual Center for Languages and Intercultural Communication Conference;Houston, Texas;12;3;2019;14;3;2019;18.199646462228507;161.3777059510588;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343436
7th International Graduate Student Conference on Diverse Approaches to Linguistics;Jerusalem;08;3;2019;08;3;2019;-85.8517436610921;153.30364945015262;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335376
7th Novi Sad Workshop in Psycholinguistic, Neurolinguistic and Clinical Linguistic Research;Novi Sad;20;3;2019;20;3;2019;-46.279828027854904;-96.95054376052836;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354217
9th International Conference of the Undergraduate Linguistics Association of Britain;London;11;3;2019;13;3;2019;34.84517536114855;-58.643139208540596;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355736
Asymmetries of Knowledge;FU Berlin;15;3;2019;16;3;2019;43.633935223931;94.27962782649642;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352516
BALEAP 2019 Biennial Conference;Leeds;12;3;2019;14;3;2019;-48.79030612101428;117.5380089370178;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334016
COACT Conference 2019: Interaction and discourse in flux: Changing landscapes of everyday life;Oulu;24;3;2019;26;3;2019;-43.64569659530548;114.00666784397379;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=324376
"Contacts &amp; Contrasts 2019: Cultural Conceptualizations in Language, Literature, and Translation";Konin;01;3;2019;03;3;2019;-71.87844296417748;25.056814467900292;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344416
Culture and Cognition in Language 2;Rzeszow;25;3;2019;26;3;2019;-28.74634709558332;-90.77550093144899;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346396
Doing Experiments with Theoretical Linguistics;Amsterdam;09;3;2019;09;3;2019;-79.46152970617935;-51.172120680030396;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351516
El plano fónico del español. Sección monográfica de las VIII Jornadas Internacionales de Lingüística Hispánica;Lisboa;01;3;2019;03;3;2019;13.571101513803075;70.15643003192272;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355796
EMI Practices in Europe;Copenhagen;04;3;2019;05;3;2019;88.92779130685204;116.50894805533076;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=329056
English Historical Lexicography in the Digital Age: Focus on Social and Geographical Variation;Bergamo;11;3;2019;13;3;2019;-9.994038377426925;-67.55049142788904;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336456
Eurolinguistics Conference: Linguistic Aspects of the Past, Present and Future of Europe;Donauwörth;05;3;2019;07;3;2019;67.06877567999231;-140.98641629078065;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338216
General and Specialist Translation/ Interpretation: Theory, Methods, Practice;Kyiv;05;3;2019;05;3;2019;38.34265580135672;138.18707179132753;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350456
Heterotopic Junction Conference;Hong Kong;13;3;2019;13;3;2019;-14.00211819236006;163.59480818805693;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353016
Historical Corpora and Variation;Cagliari;04;3;2019;05;3;2019;77.54258470913288;9.425639241810796;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345776
Humor Research Project Conference;Sosnowiec;04;3;2019;05;3;2019;-21.889769444340168;99.39352957027049;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356076
II Experimental Portuguese Linguistics Workshop;Toronto, Ontario;26;3;2019;27;3;2019;71.20251668360632;-17.925836723892278;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346536
iMean6 Interaction and Meaning;Wellington;15;3;2019;17;3;2019;24.76408252118799;93.36766062874287;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334956
International Conference of Department of English Language and Literature;Lahore/Punjab;06;3;2019;07;3;2019;23.05124885838215;-62.12711232198741;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354336
International Language Teacher Education Conference;Antalya;08;3;2019;10;3;2019;-61.69475847932597;55.58424581554683;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352216
International Workshop on the L1 and L2 Acquisition of Information Structure;Leuven;25;3;2019;26;3;2019;-72.9306297615126;125.8268985390283;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355076
Language and Culture in the Era of Scientific Knowledge and Professional Education Integration;Pyatigorsk/Stavropol Region;11;3;2019;12;3;2019;-61.39183587591909;-72.871213481997;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355436
"Language Education &amp; Acquisition Research Conference 2019 Focusing Early Language Acquisition";Eichstätt;11;3;2019;13;3;2019;-12.173777554181797;89.50021728469974;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341296
Language, Literature, Context 2019;Niš;12;3;2019;13;3;2019;-61.358708345842714;145.77326684351482;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347976
La syntaxe des adverbes du français : Aspects catégoriel et fonctionnel;Olomouc;18;3;2019;19;3;2019;-31.896710332311628;-55.15951004355617;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352916
Linguistic Forum 2019: Indigenous Languages of Russia and Beyond;Moscow;04;3;2019;06;3;2019;-27.059983872756426;150.73001688091193;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349316
Linguistics in the Gulf 6;Doha;01;3;2019;02;3;2019;-42.75057528133006;-86.86806426245346;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343596
Linguistics Prague 2019;Prague;25;3;2019;27;3;2019;-84.53819267661696;-102.27470680802702;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354376
Linking Interdisciplinary Perspectives on Cultural, Professional and Scientific Capacity Building;Rīga;11;3;2019;12;3;2019;-23.7605120660384;-146.92943516539364;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346556
Literature Today and Tomorrow;Tunis;19;3;2019;20;3;2019;45.30141882697495;-38.623835434659064;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345856
Lund Symposium on Cognition, Communication and Learning;Lund;24;3;2019;26;3;2019;-24.622366475673452;74.49724410525064;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340676
MariCorners 2019 LGTBIQ+ Communication and Spaces: I International Conference on LGTBIQ aspects and language;Madrid;10;3;2019;12;3;2019;-12.032522815927203;82.21599991574956;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331736
Meaning and Indexicality across Subfields and Theories;Paris;12;3;2019;13;3;2019;30.813820765043083;63.144991019875945;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351976
Minnesota Undergraduate Linguistics Symposium 2019;Minneapolis, MN;13;3;2019;13;3;2019;-20.36600169433316;54.438847757858106;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355636
Modern Developments in Linguistics and Language Teaching: The Problem of Method;Penza;24;3;2019;26;3;2019;50.25706309851794;121.66122704601295;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352316
Multilingualism, Diversity and Democracy Conference 2019;Jönköping;08;3;2019;10;3;2019;16.573890283287646;-45.61797543607392;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356836
Neuroscience of Language in Abu Dhabi;Abu Dhabi;22;3;2019;23;3;2019;3.9043272290902857;-100.433761590138;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334216
Noun Categorization: From Grammar to Communicative Interaction;Lyon;18;3;2019;19;3;2019;31.637761702313274;-55.41323766008304;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349276
"Popular Culture Association &amp; American Culture Association 2019 Joint National Conference: Language Attitudes &amp; Popular Linguistics Area";Washington, D.C.;17;3;2019;20;3;2019;59.443978453729386;-40.446012366774056;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340636
Princeton Phonology Forum;Princeton, NJ;05;3;2019;06;3;2019;33.90468032144933;23.510357190422013;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353916
Princeton Symposium on Syntactic Theory 2019;Princeton, NJ;05;3;2019;06;3;2019;43.284252301252046;-7.350640157061082;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351596
Querencias II Conference on Hispanic and Portuguese Literatures, Cultural Studies, and Linguistics;Albuquerque, New Mexico;12;3;2019;13;3;2019;-16.14283306163594;115.70030074251154;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344356
Seniors, Foreign Caregivers, Families, Institutions: Linguistic and Multidisciplinary Perspectives;Varese;09;3;2019;10;3;2019;-83.53000832548501;78.24545046582566;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355476
Sluicing and Ellipsis at 50;Chicago, IL;12;3;2019;13;3;2019;-32.58963868079416;114.38534433615911;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339636
Symposium for American Indian Languages - SAIL;Tucson, AZ;12;3;2019;13;3;2019;-1.4651127155284558;166.96506924202885;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356136
The North American Research Network in Historical Sociolinguistics at KFLC: The Languages, Literatures, and Cultures Conference;Lexington, Kentucky;11;3;2019;13;3;2019;-35.495651352321715;43.64041045572242;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348396
The Scarlet Letters: Taboos of Language and Literature in the Contemporary Age;Padova;09;3;2019;10;3;2019;-6.630888983291856;-35.42145504374234;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336756
Typology of Small-scale Multilingualism;Lyon;15;3;2019;17;3;2019;26.008860267060285;-178.21427688480665;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348576
UNC Linguistics Spring Colloquium 2019;Chapel Hill, NC;06;3;2019;06;3;2019;65.66238863670917;132.64415782306202;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350656
Uniting Gender Research;Tromsø;04;3;2019;05;3;2019;49.68261989401872;-177.57173609815533;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355676
University of Hawaii at Hilo Humanities International Conference;Hilo, Hawaii;26;3;2019;27;3;2019;-78.31343971911926;11.593308090937551;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348816
VIII International Conference on Hispanic Linguistics;Lisbon;01;3;2019;03;3;2019;-18.280739991591325;-62.871535773994346;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352056
Voyage au Québec : auto et hétéro-représentations;Genova;11;3;2019;12;3;2019;-84.1962016736593;110.83876264175487;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346076
Wissenschaftliche Tagung der Germanistikstudierenden;Vilnius;26;3;2019;26;3;2019;77.57163512964247;9.2915530479546;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356396
Words as a Battlefield: Persuasion in Contemporary Political and Media Discourse;Maribor;05;3;2019;06;3;2019;1.5780823072396126;-74.78936826546882;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354316
Workshop on Arabic and Language Analysis in Asylum Procedures;London;09;3;2019;09;3;2019;-72.72273199093408;-172.9427221909419;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352297
Workshop on Complex Predicates in the Iranian Languages;Tucson, AZ;18;3;2019;18;3;2019;36.91823469523988;154.68012020082065;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350676
"XIII International Conference on Foreign Languages, Communication and Culture (WEFLA) &amp; XIII International Seminar on Canadian Studies (Secan)";Holguin;24;3;2019;26;3;2019;-67.26789514483454;25.34949542864394;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344836
13th International Conference on Computational Semantics;Gothenburg;23;4;2019;27;4;2019;29.178443541196355;120.76209880453338;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347396
14th Nilo-Saharan Linguistics Conference;Vienna;29;4;2019;01;5;2019;48.69528138651167;-17.900622034971388;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338257
16th EALTA Conference ''Transitions in Language Assessment'';Dublin;31;4;2019;02;5;2019;85.71650687472179;-64.60969473069467;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348156
17th Conference on British and American Studies;Brasov;10;4;2019;11;4;2019;35.893624977791895;26.705678465412312;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352496
17th International Conference on Minority Languages;Leeuwarden, Friesland;22;4;2019;24;4;2019;56.75379680886022;50.268379714367974;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334636
22nd Annual Workshop on American Indigenous Languages;Santa Barbara, California;10;4;2019;11;4;2019;-50.54639308672744;-15.413468297958113;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351436
24th Workshop on the Structure and Constituency of the Languages of the Americas;College Park, Maryland;09;4;2019;11;4;2019;-39.67960312375624;-159.25941087137284;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347596
29th Colloquium on Generative Grammar;Ciudad Real;22;4;2019;24;4;2019;-12.913974465524808;58.77417121634458;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350736
29th Meeting of Southeast Asian Linguistics Society;Tokyo;27;4;2019;29;4;2019;-30.74433476292974;-138.3785470712944;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352876
2nd Conference on Language, Data and Knowledge;Leipzig;20;4;2019;22;4;2019;57.99228114048847;-60.71691219261602;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339256
31st International Conference on Foreign/Second Language Acquisition;Szczyrk;16;4;2019;18;4;2019;80.2052409782626;-8.642555957581635;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346817
33rd International Conference of the Croatian Applied Linguistics Society: Meaning in Language - From Individual to Collective;Rijeka;16;4;2019;18;4;2019;-40.621277192129604;-47.25703384629872;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344016
36th International Conference on English Language Teaching and Learning;Taichung;17;4;2019;18;4;2019;47.847282462739855;-166.5172078516731;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352116
3rd Dynamic Syntax Conference;Valletta;16;4;2019;17;4;2019;-87.58739786218928;82.56104647943654;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349776
49th Linguistic Symposium on Romance Languages;Athens;01;4;2019;04;4;2019;73.1780345351324;-85.33513773418188;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342296
4th American International Morphology Meeting;Stony Brook, NY;03;4;2019;05;4;2019;-12.406730334373322;-168.22796899839352;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349336
4th GEN TEFL International Conference;Bali;18;4;2019;19;4;2019;-20.152322666701494;-56.047432318344214;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338956
50th Annual Conference on African Linguistics;Vancouver/British Columbia;22;4;2019;26;4;2019;-18.487445918186808;-59.95654922295469;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355816
55th Meeting of the Chicago Linguistic Society;Chicago, IL;16;4;2019;18;4;2019;37.722986594202176;13.907879257082547;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=330156
64th Annual Conference of the International Linguistic Association;Buenos Aires;30;4;2019;01;5;2019;36.25316039714355;139.1787504444051;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352336
6th International Conference of the English Department, Faculty of Philology, University of Belgrade;Belgrade;30;4;2019;01;5;2019;41.00781868557167;71.51457881805752;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331836
6th International Conference on English Pronunciation: Issues and Practices;Skopje;17;4;2019;18;4;2019;15.82624942820982;44.66358239537564;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347816
6th International Language in Focus Conference;Dubrovnik;02;4;2019;04;4;2019;-21.91199068787442;-78.27112481811281;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345016
7th Conference of The Scandinavian Association for Language and Cognition;Aarhus;22;4;2019;24;4;2019;-88.25310721280046;166.1142056639224;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339576
8th International Conference on Narrative and Language Studies;Trabzon;02;4;2019;03;4;2019;74.41640470120639;41.92384916069023;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344036
ABRALIN50;Maceió. Alagoas;02;4;2019;09;4;2019;-12.670162265435529;-168.95464029501318;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331316
Annual Conference of the Institute for Bulgarian Language;Sofia;15;4;2019;15;4;2019;-59.25503596899205;123.05644171010574;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356696
Approaches to Digital Discourse Analysis 2;Turku;23;4;2019;25;4;2019;71.42483045552899;-2.2472801320818507;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=329216
Asian Conference on Language Learning 2019;Tokyo;16;4;2019;18;4;2019;26.87819036687794;175.15234033937645;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353596
Austronesian Formal Linguistics Association 26;London, Ontario;24;4;2019;26;4;2019;-8.025227243501059;-166.1692782762034;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345896
CHINED VII: 7th edition of the Conference on Historical News Discourse;Barcelona;23;4;2019;24;4;2019;-82.94280301021084;145.02360014229637;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341377
Complement, Complementation, Completeness: From Gaps to Completion;Bordeaux;25;4;2019;26;4;2019;-85.60988986063272;-144.97510606121028;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349756
Deutscher Sprachgebrauch im 18. Jahrhundert: Sprachmentalität, Sprachwirklichkeit, Sprachreichtum;Eichstätt;09;4;2019;10;4;2019;38.97205964913541;-174.42000078185205;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337576
Discourse Markers in Romance Languages 6;Bergamo;29;4;2019;31;4;2019;-77.22471912704464;147.99870938691953;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347116
E-Dictionaries and E-Lexicography;Zagreb;10;4;2019;11;4;2019;60.07595163641862;-29.968775360508058;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333256
ELTU Conference 2019: Alternative Approaches to English Language Learning and Teaching;Hong Kong;27;4;2019;28;4;2019;-45.874716719435774;31.8609310133266;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335056
Ethnographies of Academic Writing: Research and Pedagogy;Zaragoza;16;4;2019;17;4;2019;-49.45788123238457;123.0331512039226;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356296
Euro-American Relations in the Age of Globalization: Risks and Opportunities;Turin;06;4;2019;06;4;2019;43.351657210083566;27.359577810704486;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346156
Formal Approaches to Slavic Linguistics 28;Stony Brook, NY;03;4;2019;05;4;2019;14.837331187957021;-84.23084902996476;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349297
Generative Linguistics in the Old World 42;Oslo;07;4;2019;11;4;2019;-60.051797100787304;-34.459021338202255;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331217
Germanic Linguistics Annual Conference;Iowa City, Iowa;03;4;2019;04;4;2019;41.93720015737943;-84.89846794488129;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343016
Germanic Sandwich 2019;Amsterdam;23;4;2019;24;4;2019;-30.71216975589646;-14.120138367454334;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348496
Interactional Competences and Practices in a Second Language;Västerås;29;4;2019;31;4;2019;-28.997423501394405;-34.906742833589824;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339916
