name;city;start_day;start_month;start_year;end_day;end_month;end_year;link
4th Annual Center for Languages and Intercultural Communication Conference;Houston, Texas;12;3;2019;14;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343436
7th International Graduate Student Conference on Diverse Approaches to Linguistics;Jerusalem;08;3;2019;08;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335376
7th Novi Sad Workshop in Psycholinguistic, Neurolinguistic and Clinical Linguistic Research;Novi Sad;20;3;2019;20;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354217
9th International Conference of the Undergraduate Linguistics Association of Britain;London;11;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355736
Asymmetries of Knowledge;FU Berlin;15;3;2019;16;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352516
BALEAP 2019 Biennial Conference;Leeds;12;3;2019;14;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334016
COACT Conference 2019: Interaction and discourse in flux: Changing landscapes of everyday life;Oulu;24;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=324376
"Contacts &amp; Contrasts 2019: Cultural Conceptualizations in Language, Literature, and Translation";Konin;01;3;2019;03;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344416
Culture and Cognition in Language 2;Rzeszow;25;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346396
Doing Experiments with Theoretical Linguistics;Amsterdam;09;3;2019;09;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351516
El plano fónico del español. Sección monográfica de las VIII Jornadas Internacionales de Lingüística Hispánica;Lisboa;01;3;2019;03;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355796
EMI Practices in Europe;Copenhagen;04;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=329056
English Historical Lexicography in the Digital Age: Focus on Social and Geographical Variation;Bergamo;11;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336456
Eurolinguistics Conference: Linguistic Aspects of the Past, Present and Future of Europe;Donauwörth;05;3;2019;07;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338216
Florida Linguistics Yearly Meeting 2019;Gainesville;05;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=357456
General and Specialist Translation/ Interpretation: Theory, Methods, Practice;Kyiv;05;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350456
Heterotopic Junction Conference;Hong Kong;13;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353016
Historical Corpora and Variation;Cagliari;04;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345776
Humor Research Project Conference;Sosnowiec;04;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356076
II Experimental Portuguese Linguistics Workshop;Toronto, Ontario;26;3;2019;27;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346536
iMean6 Interaction and Meaning;Wellington;15;3;2019;17;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334956
International Conference of Department of English Language and Literature;Lahore/Punjab;06;3;2019;07;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354336
International Language Teacher Education Conference;Antalya;08;3;2019;10;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352216
International Workshop on the L1 and L2 Acquisition of Information Structure;Leuven;25;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355076
Language and Culture in the Era of Scientific Knowledge and Professional Education Integration;Pyatigorsk/Stavropol Region;11;3;2019;12;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355436
"Language Education &amp; Acquisition Research Conference 2019 Focusing Early Language Acquisition";Eichstätt;11;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341296
Language, Literature, Context 2019;Niš;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347976
La syntaxe des adverbes du français : Aspects catégoriel et fonctionnel;Olomouc;18;3;2019;19;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352916
Linguistic Forum 2019: Indigenous Languages of Russia and Beyond;Moscow;04;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349316
Linguistics in the Gulf 6;Doha;01;3;2019;02;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343596
Linguistics Prague 2019;Prague;25;3;2019;27;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354376
Linking Interdisciplinary Perspectives on Cultural, Professional and Scientific Capacity Building;Rīga;11;3;2019;12;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346556
Literature Today and Tomorrow;Tunis;19;3;2019;20;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345856
Lund Symposium on Cognition, Communication and Learning;Lund;24;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340676
MariCorners 2019 LGTBIQ+ Communication and Spaces: I International Conference on LGTBIQ aspects and language;Madrid;10;3;2019;12;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331736
Meaning and Indexicality across Subfields and Theories;Paris;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351976
Minnesota Undergraduate Linguistics Symposium 2019;Minneapolis, MN;13;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355636
Modern Developments in Linguistics and Language Teaching: The Problem of Method;Penza;24;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352316
Multilingualism, Diversity and Democracy Conference 2019;Jönköping;08;3;2019;10;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356836
Neuroscience of Language in Abu Dhabi;Abu Dhabi;22;3;2019;23;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334216
Noun Categorization: From Grammar to Communicative Interaction;Lyon;18;3;2019;19;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349276
"Popular Culture Association &amp; American Culture Association 2019 Joint National Conference: Language Attitudes &amp; Popular Linguistics Area";Washington, D.C.;17;3;2019;20;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340636
Princeton Phonology Forum;Princeton, NJ;05;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353916
Princeton Symposium on Syntactic Theory 2019;Princeton, NJ;05;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351596
Querencias II Conference on Hispanic and Portuguese Literatures, Cultural Studies, and Linguistics;Albuquerque, New Mexico;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344356
Seniors, Foreign Caregivers, Families, Institutions: Linguistic and Multidisciplinary Perspectives;Varese;09;3;2019;10;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355476
Sluicing and Ellipsis at 50;Chicago, IL;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339636
Symposium for American Indian Languages - SAIL;Tucson, AZ;12;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356136
The North American Research Network in Historical Sociolinguistics at KFLC: The Languages, Literatures, and Cultures Conference;Lexington, Kentucky;11;3;2019;13;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348396
The Scarlet Letters: Taboos of Language and Literature in the Contemporary Age;Padova;09;3;2019;10;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336756
Typology of Small-scale Multilingualism;Lyon;15;3;2019;17;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348576
UNC Linguistics Spring Colloquium 2019;Chapel Hill, NC;06;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350656
Uniting Gender Research;Tromsø;04;3;2019;05;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355676
University of Hawaii at Hilo Humanities International Conference;Hilo, Hawaii;26;3;2019;27;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348816
VIII International Conference on Hispanic Linguistics;Lisbon;01;3;2019;03;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352056
Voyage au Québec : auto et hétéro-représentations;Genova;11;3;2019;12;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346076
Wissenschaftliche Tagung der Germanistikstudierenden;Vilnius;26;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356396
Words as a Battlefield: Persuasion in Contemporary Political and Media Discourse;Maribor;05;3;2019;06;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354316
Workshop on Arabic and Language Analysis in Asylum Procedures;London;09;3;2019;09;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352297
Workshop on Complex Predicates in the Iranian Languages;Tucson, AZ;18;3;2019;18;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350676
"XIII International Conference on Foreign Languages, Communication and Culture (WEFLA) &amp; XIII International Seminar on Canadian Studies (Secan)";Holguin;24;3;2019;26;3;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344836
13th International Conference on Computational Semantics;Gothenburg;23;4;2019;27;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347396
14th Cambridge Italian Dialect Syntax-Morphology Meeting;Prague;27;4;2019;29;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=357036
14th Nilo-Saharan Linguistics Conference;Vienna;29;4;2019;01;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338257
16th EALTA Conference ''Transitions in Language Assessment'';Dublin;31;4;2019;02;5;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348156
17th Conference on British and American Studies;Brasov;10;4;2019;11;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352496
17th International Conference on Minority Languages;Leeuwarden, Friesland;22;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334636
22nd Annual Workshop on American Indigenous Languages;Santa Barbara, California;10;4;2019;11;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351436
24th Workshop on the Structure and Constituency of the Languages of the Americas;College Park, Maryland;09;4;2019;11;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347596
29th Colloquium on Generative Grammar;Ciudad Real;22;4;2019;24;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350736
29th Meeting of Southeast Asian Linguistics Society;Tokyo;27;4;2019;29;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352876
2nd Conference on Language, Data and Knowledge;Leipzig;20;4;2019;22;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339256
31st International Conference on Foreign/Second Language Acquisition;Szczyrk;16;4;2019;18;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346817
33rd International Conference of the Croatian Applied Linguistics Society: Meaning in Language - From Individual to Collective;Rijeka;16;4;2019;18;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344016
36th International Conference on English Language Teaching and Learning;Taichung;17;4;2019;18;4;2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352116
