name;city;start_date;end_date;Latitude;Longtitude;link
International Symposium on Linguistics, Cognition, and Culture;Belo Horizonte - MG;2 13, 2019;2 15, 2019;45.06967419763748;-117.2668275448998;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339036
International Workshop on Degrees and Grammar: An East Asian Perspective;Nanjing, Jiangsu;2 16, 2019;2 17, 2019;37.42276876991732;-144.7413108202539;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340757
IV International Conference of Applied Linguistics in English and Spanish;Perez Zeledon, San Jose;2 27, 2019;2 29, 2019;3.1591594992243057;140.92607272150437;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334256
Jornadas de Formación de Profesores de Español en Hong Kong;Hong Kong;2 08, 2019;2 09, 2019;55.754134255138055;93.4922681612425;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354836
Language Change in English and Beyond: Linguistic Theory and Historical Corpora;Athens;2 14, 2019;2 15, 2019;-45.227731463082016;79.84550754412389;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346496
Language Change in English and Beyond: Linguistic Theory and Historical Corpora;Athens;2 14, 2019;2 15, 2019;-68.67726825244694;6.204398065462365;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346596
L’art des échanges culturels dans les littératures et les cultures de langue française;Victoria, BC;2 08, 2019;2 09, 2019;-80.14062219517207;-68.25803591244305;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354956
Le Français en Jeu;Amsterdam;2 22, 2019;2 23, 2019;83.36645771637158;-50.32062849298699;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=310616
Linguistic Investigations Beyond Language: Gestures, Body Movement and Primate Linguistics;Berlin;2 11, 2019;2 12, 2019;-73.01551689847085;-23.35021443791294;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346936
Linguistics and Asian Languages;Poznań;2 15, 2019;2 16, 2019;-47.88100426116235;-111.65349968594302;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347156
Local and Global: ‘Spanish(es),’ Identity and Space in US Cities;Washington, DC;2 21, 2019;2 24, 2019;29.578924094008947;42.724002583876334;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333956
Master Class with Artemis Alexiadou;Thessaloniki;2 19, 2019;2 19, 2019;16.498115712570126;-51.106274015718306;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354496
New Methods and Trends in (Basque) Linguistics;Pamplona (Navarre);2 06, 2019;2 07, 2019;20.393160100345252;166.72825447624214;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342616
Norddeutsches Linguistisches Kolloquium;Osnabrueck;2 28, 2019;2 29, 2019;-74.65158955600799;-0.8802566285736495;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355996
Nordic Research on Accent, Acceptability and Acquisition;Kiel;2 21, 2019;2 22, 2019;-15.439714242915027;111.43280351514187;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346377
Nouns - between syntax and semantics;Paris;2 29, 2019;2 30, 2019;76.52345132634633;77.87164352866318;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352476
Philological Society Early Career Researcher Forum;Oxford;2 08, 2019;2 09, 2019;-64.48053032759427;107.96215135828625;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342196
Phonological Theory Agora;Nice;2 15, 2019;2 16, 2019;-80.46378655482755;80.10670980474453;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352896
Phraseology and Stylistics of Literary Language;Erlangen;2 13, 2019;2 15, 2019;-66.37200879465314;2.442984164525809;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333336
Purdue Linguistics, Literature, and Second Language Studies Conference;West Lafayette, IN;2 01, 2019;2 03, 2019;51.192072024370894;127.420422279153;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349936
Second Colloquium on Language Contact in Education: Multilingual Competences and Practices;Rabat;2 13, 2019;2 14, 2019;19.22507011666748;176.97239189733224;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347476
"Tabu: 6th Annual Graduate Conference of the Department of Spanish &amp; Portuguese - University of Minnesota";Minneapolis, MN;2 29, 2019;2 30, 2019;-82.88969961407173;23.68602135737122;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354576
The Creative Power of Metaphor;Oxford;2 29, 2019;2 30, 2019;87.25596208919987;-158.42836704264053;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336697
The Evolution of Language: Bridging the Natural and Cognitive Sciences;Zurich;2 04, 2019;2 05, 2019;12.129994985195465;-86.06321429202224;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351776
The Meaning of Numerals: Cognitive, Experimental, and Semantic Perspectives;ZAS, Berlin;2 27, 2019;2 28, 2019;-60.17025034535113;-141.23383519880684;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349236
Third Symposium on Amazonian Languages;Berkeley, CA;2 16, 2019;2 17, 2019;81.5376124315961;142.17049208953176;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356456
Translation and Identity - 10th Annual Graduate Student Conference in Translation Studies;Toronto, Ontario;2 02, 2019;2 02, 2019;55.88493425967706;129.75237753152575;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351456
Translation and Language: Comparative Studies;Kyiv;2 27, 2019;2 28, 2019;-58.14225940075808;153.4571155288608;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352296
VIII Annual Undergraduate Conference on Latin American and Iberian Studies;Cleveland, Tennessee;2 23, 2019;2 23, 2019;-27.924605459502313;127.29793693301569;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351996
Western Interdisciplinary Student Symposium on Language Research;London, Ontario;2 15, 2019;2 15, 2019;-60.344186089614155;61.81927527185533;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351576
Whither Reanalysis;Berlin;2 01, 2019;2 02, 2019;-17.555246341686832;-137.37088852462676;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336896
Workshop on Linguistic Minorities in Asia;Hong Kong;2 22, 2019;2 23, 2019;5.5697869535887286;39.113552693719924;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337396
Workshop: “Twin Talks: Understanding Collaboration in DH”;Copenhagen;2 05, 2019;2 05, 2019;-79.77613058828172;-76.24543565495931;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355677
XXII. Deutscher Hispanistentag „Constellations, networks and transformations“;Berlin;2 27, 2019;2 31, 2019;46.2304719548805;57.11463279464344;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=320076
11th Annual Meeting of the Illinois Language and Linguistics Society;Urbana-Champaign, Illinois;3 26, 2019;3 28, 2019;43.353091942154784;-91.80342688643704;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341516
11th International Conference on Professional Communication and Translation Studies;Timisoara;3 04, 2019;3 05, 2019;-72.08768095482107;154.8242058436651;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349556
27th Spanish in the US and 12th Spanish in Contact with Other Languages;Cleveland;3 04, 2019;3 06, 2019;12.402976331846311;-70.81016889217328;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341396
2nd International Conference on Literature, Linguistics, and Translation;Tafila;3 02, 2019;3 04, 2019;-72.07905001801461;-116.25607799714298;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349436
2nd North American Conference in Iranian Linguistics;Tucson, Arizona;3 19, 2019;3 21, 2019;1.3609262363329968;-75.41440177847767;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333196
2nd Symposium on Linguistic Attitudes toward Spanish, Portuguese and Related Languages;Amherst, Massachusetts;3 12, 2019;3 13, 2019;-19.512104745562738;123.07300782588621;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=329796
33rd Annual Symposium on Arabic Linguistics;Toronto;3 05, 2019;3 07, 2019;-70.55394631526966;-17.380736611795374;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333456
3rd International ESP Conference;Liverpool;3 26, 2019;3 27, 2019;-67.13549290119657;77.75031562982558;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338176
3rd Swedish Translanguaging Conference;VÄXJÖ;3 11, 2019;3 12, 2019;71.674514201117;100.23078040514332;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340256
3rd Workshop on Formal Approaches to Russian Linguistics;Moscow;3 05, 2019;3 06, 2019;4.14477735717134;-84.52590032426045;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356496
4th Annual Center for Languages and Intercultural Communication Conference;Houston, Texas;3 12, 2019;3 14, 2019;-43.180266666270974;123.06917404920021;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343436
7th International Graduate Student Conference on Diverse Approaches to Linguistics;Jerusalem;3 08, 2019;3 08, 2019;-13.123308932712407;103.67874988325718;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335376
7th Novi Sad Workshop in Psycholinguistic, Neurolinguistic and Clinical Linguistic Research;Novi Sad;3 20, 2019;3 20, 2019;43.285681205232585;82.33946719880957;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354217
9th International Conference of the Undergraduate Linguistics Association of Britain;London;3 11, 2019;3 13, 2019;-86.94940993666731;-146.3564490995298;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355736
Asymmetries of Knowledge;FU Berlin;3 15, 2019;3 16, 2019;-21.68302622113351;141.92127986547905;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352516
BALEAP 2019 Biennial Conference;Leeds;3 12, 2019;3 14, 2019;89.96843530812586;132.8934265948033;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334016
COACT Conference 2019: Interaction and discourse in flux: Changing landscapes of everyday life;Oulu;3 24, 2019;3 26, 2019;-46.629444289213986;-16.788776823644948;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=324376
"Contacts &amp; Contrasts 2019: Cultural Conceptualizations in Language, Literature, and Translation";Konin;3 01, 2019;3 03, 2019;21.064700589480786;13.137676791065214;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344416
Culture and Cognition in Language 2;Rzeszow;3 25, 2019;3 26, 2019;-38.458950728931605;-170.16271303685488;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346396
Doing Experiments with Theoretical Linguistics;Amsterdam;3 09, 2019;3 09, 2019;-13.29355135892483;103.67399601151425;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351516
El plano fónico del español. Sección monográfica de las VIII Jornadas Internacionales de Lingüística Hispánica;Lisboa;3 01, 2019;3 03, 2019;-44.60087736057576;119.87054550742579;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355796
EMI Practices in Europe;Copenhagen;3 04, 2019;3 05, 2019;-8.727561062622398;60.16892612255527;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=329056
English Historical Lexicography in the Digital Age: Focus on Social and Geographical Variation;Bergamo;3 11, 2019;3 13, 2019;55.082485762676946;73.3505627904243;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336456
Eurolinguistics Conference: Linguistic Aspects of the Past, Present and Future of Europe;Donauwörth;3 05, 2019;3 07, 2019;2.589069917835307;-96.07645014473408;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338216
General and Specialist Translation/ Interpretation: Theory, Methods, Practice;Kyiv;3 05, 2019;3 05, 2019;-82.0480184540822;111.28547211632626;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350456
